Sample:float,Data:float
"0.0","0.0"
"1.0","0.0"
"2.0","0.0"
"3.0","0.0"
"4.0","0.012566360644996166"
"5.0","0.025132721289992332"
"6.0","0.050265442579984665"
"7.0","0.08796452730894089"
"8.0","0.1256636083126068"
"9.0","0.17592905461788177"
"10.0","0.23247766494750977"
"11.0","0.29530948400497437"
"12.0","0.3581412732601166"
"13.0","0.4335394501686096"
"14.0","0.5152207612991333"
"15.0","0.5969021320343018"
"16.0","0.6785835027694702"
"17.0","0.7728312015533447"
"18.0","0.8607956767082214"
"19.0","0.9550434350967407"
"20.0","1.0555742979049683"
"21.0","1.1561051607131958"
"22.0","1.2566360235214233"
"23.0","1.3571670055389404"
"24.0","1.463981032371521"
"25.0","1.5645118951797485"
"26.0","1.671325922012329"
"27.0","1.7781400680541992"
"28.0","1.8849540948867798"
"29.0","1.9917681217193604"
"30.0","2.104865312576294"
"31.0","2.211679458618164"
"32.0","2.3247766494750977"
"33.0","2.4315907955169678"
"34.0","2.5446879863739014"
"35.0","2.6515021324157715"
"36.0","2.764599323272705"
"37.0","2.8776965141296387"
"38.0","2.9907939434051514"
"39.0","3.103891134262085"
"40.0","3.2169883251190186"
"41.0","3.330085515975952"
"42.0","3.4431827068328857"
"43.0","3.5562801361083984"
"44.0","3.669377326965332"
"45.0","3.7824745178222656"
"46.0","3.895571708679199"
"47.0","4.008668899536133"
"48.0","4.121766090393066"
"49.0","4.234863758087158"
"50.0","4.347960948944092"
"51.0","4.461058139801025"
"52.0","4.574155330657959"
"53.0","4.687252521514893"
"54.0","4.800349712371826"
"55.0","4.91344690322876"
"56.0","5.026544094085693"
"57.0","5.139641284942627"
"58.0","5.252738952636719"
"59.0","5.365836143493652"
"60.0","5.478933334350586"
"61.0","5.598313808441162"
"62.0","5.711410999298096"
"63.0","5.824508190155029"
"64.0","5.937605381011963"
"65.0","6.056985855102539"
"66.0","6.170083045959473"
"67.0","6.283180236816406"
"68.0","6.402560710906982"
"69.0","6.515657901763916"
"70.0","6.62875509262085"
"71.0","6.741852283477783"
"72.0","6.861232757568359"
"73.0","6.974329948425293"
"74.0","7.087427616119385"
"75.0","7.206807613372803"
"76.0","7.3199052810668945"
"77.0","7.433002471923828"
"78.0","7.546099662780762"
"79.0","7.665480136871338"
"80.0","7.7785773277282715"
"81.0","7.891674518585205"
"82.0","8.011054992675781"
"83.0","8.124152183532715"
"84.0","8.237249374389648"
"85.0","8.350346565246582"
"86.0","8.469727516174316"
"87.0","8.58282470703125"
"88.0","8.695921897888184"
"89.0","8.815301895141602"
"90.0","8.928399085998535"
"91.0","9.041496276855469"
"92.0","9.160877227783203"
"93.0","9.273974418640137"
"94.0","9.38707160949707"
"95.0","9.506451606750488"
"96.0","9.619548797607422"
"97.0","9.732645988464355"
"98.0","9.85202693939209"
"99.0","9.965124130249023"
"100.0","10.078221321105957"
"101.0","10.19131851196289"
"102.0","10.304415702819824"
"103.0","10.423795700073242"
"104.0","10.536893844604492"
"105.0","10.649991035461426"
"106.0","10.76308822631836"
"107.0","10.876185417175293"
"108.0","10.989282608032227"
"109.0","11.10237979888916"
"110.0","11.221759796142578"
"111.0","11.334856986999512"
"112.0","11.447954177856445"
"113.0","11.561051368713379"
"114.0","11.674149513244629"
"115.0","11.787246704101562"
"116.0","11.90662670135498"
"117.0","12.019723892211914"
"118.0","12.132821083068848"
"119.0","12.245918273925781"
"120.0","12.365299224853516"
"121.0","12.47839641571045"
"122.0","12.591493606567383"
"123.0","12.7108736038208"
"124.0","12.823970794677734"
"125.0","12.937067985534668"
"126.0","13.056448936462402"
"127.0","13.169546127319336"
"128.0","13.28264331817627"
"129.0","13.395740509033203"
"130.0","13.515120506286621"
"131.0","13.628217697143555"
